Batch Number,Frequent Itemset,Frequency
2,11521 14240 14961 2452 7057,-23000
2,11521 14240 14961 7057 7230,-22990
2,11521 3962,-22956
2,14240 14691,-22933
2,5317,-22814
2,13614,-22777
2,1110,-22762
2,11283 2782,-22750
2,14550 2782,-22733
2,2452 3962,-22680
2,14240 14961 2452 7057 7230,-22650
2,14550 4306,-22647
2,10042 14550,-22592
2,11521 14240 14961 2452 7230,-22540
2,2913,-22531
2,11521 14961 2452 7057 7230,-22481
2,14240 3962,-22256
2,15844,-22185
2,12582,-22166
2,2372,-22156
2,10042 5582,-22147
2,11283 4306,-22066
2,15582,-22013
2,1962,-21977
2,13728 2782,-21952
2,15205,-21895
2,11283 11521,-21848
2,11521 14240 14961 2452 7057 7230,-21757
2,16377 4306,-21739
2,11283 2452,-21733
2,14621 3938,-21729
2,4577,-21685
2,11521 16954,-21681
2,12870 14550,-21650
2,13081,-21609
2,11521 14691 2452,-21536
2,11521 1905 2452,-21505
2,10042 11521 2452,-21500
2,11283 17157,-21404
2,9960,-21385
2,16954 2452,-21381
2,9340,-21360
2,14550 2862,-21312
2,12232,-21282
2,11521 16265,-21232
2,14240 16265,-21230
2,11521 14550 2452,-21207
2,11521 2452 5582,-21149
2,12293 3290,-21079
2,6206,-21066
2,11521 2782,-21055
2,2452 2782,-21048
2,16265 2452,-21031
2,1905 3962,-21012
2,14240 16954,-20961
2,5496,-20960
2,11283 14240,-20929
2,14240 9628,-20864
2,11521 14240 5582,-20855
2,11040,-20849
2,11521 9628,-20805
2,1865,-20779
2,14410,-20759
2,1798,-20728
2,5085,-20725
2,10042 11521 14240,-20711
2,12293 14550,-20674
2,14550 17157,-20563
2,14240 2452 5582,-20541
2,2452 9628,-20535
2,10042 14240 2452,-20532
2,11521 13728,-20531
2,7745,-20515
2,14240 2782,-20478
2,6797,-20472
2,175,-20460
2,10947 3962,-20387
2,11521 14240 1905,-20385
2,11521 14240 14550,-20384
2,13728 2452,-20333
2,10042 16265,-20330
2,11521 14240 14691,-20305
2,14240 14550 2452,-20271
2,11283 13728,-20224
2,11521 2452 3962,-20183
2,11283 3962,-20181
2,11089 14621,-20140
2,4432,-20137
2,14550 6974,-20132
2,14240 1905 2452,-20116
2,14240 14691 2452,-20069
2,14550 3962,-19994
2,14550 16954,-19980
2,14928,-19943
2,3938 3962,-19931
2,14550 14691,-19886
2,11781 16954,-19877
2,17088,-19795
2,10042 11283,-19767
2,3605,-19748
2,17157 2782,-19746
2,14538,-19722
2,12672,-19694
2,12918,-19663
2,13728 14240,-19645
2,2452 4306,-19630
2,15062,-19594
2,1180,-19571
2,16954 5582,-19526
2,5582 7057,-19475
2,13728 14550,-19460
2,11521 14240 2452 5582,-19436
2,11521 4306,-19435
2,10947 14240,-19427
2,10042 9628,-19364
2,10042 11521 14240 2452,-19298
2,11521 14240 3962,-19289
2,3106,-19286
2,11283 14621,-19270
2,5582 7230,-19257
2,6428,-19254
2,11022,-19232
2,14961 5582,-19198
2,14621 2452,-19188
2,11521 16954 2452,-19176
2,11521 16265 2452,-19169
2,10947 2452,-19166
2,10042 11781,-19165
2,10947 11521,-19147
2,12074,-19113
2,11064 14550,-19096
2,11337,-19093
2,11521 14621,-19091
2,4656,-19069
2,14240 2452 3962,-19038
2,4266,-18988
2,11283 1905,-18985
2,11521 14240 14691 2452,-18920
2,11283 16954,-18917
2,11521 14240 16265,-18893
2,11521 14240 14550 2452,-18889
2,11521 14240 1905 2452,-18878
2,11283 11521 2452,-18856
2,14240 4306,-18848
2,10042 14691,-18790
2,8782,-18774
2,11521 2452 9628,-18761
2,14240 16265 5582,-18718
2,17324,-18714
2,11521 16265 5582,-18638
2,16377 2782,-18636
2,14240 14621,-18630
2,14240 16265 2452,-18618
2,7233,-18565
2,6099,-18563
2,11521 2452 2782,-18558
2,11521 14240 9628,-18551
2,14550 1905,-18551
2,16954 1905,-18501
2,16265 2452 5582,-18460
2,11521 14240 16954,-18457
2,4996,-18452
2,16954 9628,-18434
2,14240 5582 9628,-18410
2,14550 5582,-18370
2,15755,-18360
2,11089 2452,-18335
2,11521 5582 9628,-18314
2,10042 2782,-18292
2,11443 17627,-18269
2,16242,-18237
2,13728 17157,-18225
2,14240 2452 9628,-18223
2,14240 16954 2452,-18222
2,12034,-18219
2,16272,-18217
2,11089 11521,-18213
2,14621 1905,-18171
2,14367,-18170
2,4345,-18127
2,10042 1905,-18120
2,13728 14691,-18107
2,2452 5582 9628,-18080
2,11521 16377,-18074
2,11152,-18070
2,10042 16265 5582,-18042
2,16377 17157,-18041
2,11283 11521 14240,-18026
2,6196,-18026
2,3079,-17974
2,10042 7057,-17960
2,10820,-17942
2,11064 12293,-17924
2,10042 7230,-17912
2,16377 2452,-17906
2,2862 4306,-17888
2,14550 14621,-17887
2,11521 14240 2452 3962,-17881
2,11521 14240 2782,-17846
2,11521 13728 2452,-17845
2,5582 7057 7230,-17816
2,11283 2862,-17801
2,12911,-17799
2,11283 14240 2452,-17794
2,12293 2452,-17778
2,1542,-17768
2,12470,-17766
2,17157 2452,-17762
2,14550 7057,-17753
2,11521 17157,-17735
2,10042 3962,-17726
2,1905 3938,-17723
2,11283 14691,-17715
2,10042 14961,-17696
2,16377 16954,-17692
2,11521 14240 16265 2452,-17643
2,14312,-17642
2,14691 5582,-17641
2,14240 5582 7057,-17637
2,14240 2452 2782,-17623
2,14550 7230,-17607
2,11521 12293,-17601
2,11283 12870,-17583
2,14550 8904,-17562
2,16954 2782,-17550
2,14550 14961,-17518
2,10042 4306,-17515
2,2122,-17492
2,2452 2862,-17477
2,16265 16954,-17463
2,12293 14240,-17460
2,11064 6974,-17454
2,6274,-17452
2,11089 14240,-17402
2,3151,-17401
2,11521 3938,-17384
2,13651,-17367
2,14240 5582 7230,-17355
2,13728 16377,-17350
2,3962 4306,-17343
2,16265 7057,-17342
2,11064 2452,-17336
2,14240 14961 5582,-17336
2,11064 571,-17300
2,14691 2782,-17299
2,11521 14240 2452 9628,-17293
2,8764,-17285
2,7057 9628,-17284
2,10042 5582 9628,-17282
2,11064 11521,-17256
2,11521 2862,-17256
2,11521 5582 7057,-17252
2,14240 16377,-17248
2,14691 4306,-17217
2,14961 5582 7057,-17203
2,16265 7230,-17199
2,14240 3938,-17174
2,11521 14240 16954 2452,-17164
2,14961 16265,-17159
2,11521 2452 4306,-17153
2,12293 5732,-17137
2,11521 13728 14240,-17113
2,2782 4306,-17100
2,10947 11089,-17097
2,14240 17157,-17078
2,11064 5926,-17050
2,10042 11521 16954,-17026
2,2452 3938,-17026
2,10042 12293,-17024
2,11521 14621 2452,-17009
2,11089 1905,-17001
2,11521 16265 2452 5582,-16991
2,14313 16377,-16990
2,2452 5582 7057,-16988
2,14961 9628,-16973
2,9254,-16949
2,10042 16954 2452,-16942
2,7230 9628,-16937
2,16377 3962,-16933
2,12785,-16930
2,14961 5582 7230,-16929
2,14240 16265 9628,-16927
2,10947 11521 2452,-16916
2,1144,-16908
2,14691 1905,-16901
2,2452 5582 7230,-16892
2,9592,-16866
2,11521 5582 7230,-16856
2,191,-16855
2,13728 14240 2452,-16838
2,11521 16265 9628,-16837
2,14691 7057,-16836
2,17154,-16825
2,11521 14240 16265 5582,-16820
2,14454 457,-16812
2,12293 2862,-16797
2,14240 2862,-16767
2,10947 1905,-16737
2,10947 11521 14240,-16726
2,14691 7230,-16694
2,11521 2452 5582 9628,-16672
2,2660,-16659
2,13728 1905,-16650
2,11521 14961 5582,-16644
2,14691 16954,-16643
2,11283 11521 14240 2452,-16625
2,16265 2452 9628,-16625
2,14050,-16624
2,10042 14240 16954,-16599
2,10042 11781 16954,-16598
2,13593,-16598
2,14240 16265 2452 5582,-16589
2,12870 2452,-16568
2,11521 14240 5582 9628,-16557
2,11521 14240 2452 2782,-16556
2,10947 14240 2452,-16544
2,14691 14961,-16527
2,10947 14621,-16509
2,10042 13728,-16504
2,14961 2452 5582,-16503
2,11521 12870,-16501
2,16954 3962,-16488
2,12870 14240,-16471
2,2452 6974,-16450
2,1905 2782,-16424
2,11521 14240 4306,-16419
2,11521 14240 5582 7057,-16416
2,10042 7057 7230,-16407
2,10947 3938,-16402
2,14240 5582 7057 7230,-16401
2,16377 1905,-16389
2,11064 14240,-16379
2,11064 2862,-16377
2,10042 2862,-16351
2,16954 4306,-16348
2,14550 16265,-16335
2,11283 12293,-16330
2,10042 17157,-16310
2,11521 14240 14621,-16299
2,12605,-16288
2,12161,-16278
2,14240 2452 5582 9628,-16270
2,16954 5582 9628,-16258
2,16147,-16256
2,11283 4640,-16247
2,11089 11283,-16243
2,10042 14240 7057,-16240
2,14240 2452 4306,-16239
2,11521 6974,-16238
2,1905 4306,-16223
2,17339,-16207
2,8644,-16207
2,13359,-16197
2,14691 3962,-16194
2,11089 11521 2452,-16171
2,14691 16265,-16166
2,14240 14621 2452,-16156
2,11521 2452 5582 7057,-16155
2,11089 3938,-16144
2,14240 2452 5582 7057,-16139
2,3917,-16135
2,14961 5582 7057 7230,-16133
2,16128,-16118
2,7767,-16108
2,10042 14240 7230,-16102
2,10042 16265 9628,-16101
2,10947 14550,-16086
2,11283 8904,-16082
2,11521 14240 5582 7230,-16069
2,13728 16954,-16069
2,16954 7057,-16067
2,13673,-16051
2,14550 9628,-16043
2,13728 4306,-16042
2,14621 4306,-16038
2,10042 14240 14961,-16036
2,14550 7057 7230,-16032
2,15425,-16023
2,11521 5582 7057 7230,-16022
2,10042 16954 5582,-16021
2,2152,-16007
2,10042 11521 7057,-15968
2,14240 16265 5582 9628,-15960
2,14240 2452 5582 7230,-15955
2,6205,-15947
2,16265 7057 7230,-15942
2,11283 3938,-15928
2,17157 4306,-15927
2,9471,-15918
2,11521 14240 14961 5582,-15904
2,14240 14550 7057,-15898
2,14240 14961 5582 7057,-15896
2,11521 2452 5582 7230,-15886
2,2452 5582 7057 7230,-15880
2,11521 16265 5582 9628,-15877
2,16954 7230,-15877
2,14621 16377,-15862
2,10042 2452 7230,-15841
2,14240 6974,-15832
2,14240 16265 7057,-15829
2,313,-15829
2,11521 13728 14240 2452,-15823
2,10042 2452 7057,-15821
2,14691 9628,-15820
2,30,-15817
2,10042 14621,-15803
2,1905 7057,-15795
2,14961 16954,-15792
2,11521 14240 16265 2452 5582,-15783
2,11064 14691,-15782
2,10042 14961 7057,-15761
2,7057 7230 9628,-15754
2,14240 7057 9628,-15725
2,16265 5582 7057,-15721
2,14240 14550 14961,-15711
2,14240 14961 2452 5582,-15708
2,14550 571,-15706
2,10042 11521 7230,-15693
2,14240 14550 7230,-15689
2,12293 6974,-15676
2,11089 14550,-15674
2,11283 6287,-15674
2,16265 2452 5582 9628,-15665
2,16265 16954 5582,-15657
2,1905 7230,-15649
2,14240 14961 16265,-15643
2,14240 16265 7230,-15634
2,5515,-15630
2,17560,-15629
2,14240 14961 5582 7230,-15623
2,11064 11283,-15614
2,14382,-15614
2,10042 14961 7230,-15598
2,10042 14550 16954,-15596
2,5582 7057 9628,-15581
2,16265 5582 7230,-15568
2,11521 14961 2452 5582,-15564
2,11521 14240 2452 5582 7057,-15560
2,11521 14550 7057,-15548
2,14961 1905,-15539
2,11521 16265 7057,-15516
2,11521 14240 2452 5582 9628,-15510
2,6739,-15510
2,10947 11521 14240 2452,-15508
2,2452 7193,-15498
2,2782 3962,-15486
2,14961 16265 5582,-15478
2,10042 16377,-15469
2,14691 17157,-15462
2,11283 14550 16377,-15455
2,11521 17157 2452,-15455
2,14149,-15454
2,10042 11521 16954 2452,-15449
2,10042 14961 2452,-15435
2,14961 16265 7057,-15434
2,11521 16377 2452,-15430
2,11521 14961 5582 7057,-15427
2,10042 11521 14961,-15420
2,11283 5582,-15418
2,11521 12293 2452,-15411
2,14550 14961 7057,-15404
2,14550 2452 7057,-15397
2,14240 7230 9628,-15395
2,14240 14961 9628,-15392
2,11089 14621 3962,-15391
2,16452,-15391
2,11521 16265 2452 9628,-15378
2,11521 14240 5582 7057 7230,-15375
2,11521 7057 9628,-15372
2,16377 6287,-15359
2,3962 7057,-15339
2,10042 14240 5582,-15334
2,2782 5582,-15331
2,14550 2452 7230,-15328
2,10042 11521 5582,-15311
2,5582 7230 9628,-15311
2,12870 17157,-15310
2,14313 2782,-15310
2,14961 7057 9628,-15299
2,11521 14240 2452 5582 7230,-15289
2,11521 14240 16265 9628,-15281
2,11521 2452 2862,-15280
2,10042 10947,-15279
2,14240 14691 7057,-15275
2,16265 2452 7057,-15274
2,10042 12870,-15272
2,10774,-15272
2,10042 2452 5582,-15264
2,11089 11521 14240,-15263
2,14961 5582 9628,-15262
2,10042 16265 5582 9628,-15254
2,14691 7057 7230,-15249
2,11521 14240 2452 4306,-15246
2,1905 5582,-15236
2,14691 2862,-15229
2,3962 7230,-15229
2,16265 2452 7230,-15228
2,10042 11064,-15223
2,11521 14550 7230,-15222
2,14961 16265 7230,-15222
2,14961 2452 5582 7057,-15215
2,11521 14240 14621 2452,-15212
2,11521 16265 7230,-15196
2,11521 14691 7057,-15179
2,11521 2452 5582 7057 7230,-15173
2,14302,-15172
2,14240 2452 5582 7057 7230,-15168
2,3962 5582,-15158
2,10042 11521 14240 7057,-15157
2,11521 2452 3938,-15152
2,2782 2862,-15151
2,14550 14961 7230,-15147
2,11089 14240 2452,-15139
2,2452 7057 9628,-15120
2,11521 7193,-15118
2,8832,-15114
2,16377 2862,-15111
2,10042 14240 7057 7230,-15108
2,2342,-15101
2,14961 3962,-15093
2,15922,-15088
2,14550 5926,-15082
2,10947 11283,-15080
2,11521 14961 5582 7230,-15075
2,14240 14691 7230,-15074
2,11521 11781,-15063
2,10550,-15056
2,14621 16954,-15052
2,11521 14961 16265,-15047
2,11521 14240 14961 2452 5582,-15037
2,11521 14550 14961,-15036
2,14961 2452 5582 7230,-15028
2,10042 16954 9628,-15011
2,14240 14961 5582 7057 7230,-15009
2,14240 16265 2452 9628,-15009
2,14240 14691 14961,-15007
2,10042 11521 2452 7057,-14994
2,14550 14961 2452,-14989
2,17627 2452,-14989
2,14961 7230 9628,-14981
2,14691 2452 7057,-14955
2,10042 14240 2452 7057,-14954
2,11521 7230 9628,-14949
2,12293 12870,-14948
2,14550 4640,-14942
2,11521 12293 14240,-14928
2,14961 16265 2452,-14927
2,3864,-14927
2,10042 11521 14240 16954,-14924
2,10042 11521 14240 7230,-14924
2,2452 7230 9628,-14917
2,14691 2452 7230,-14901
2,11064 175,-14888
2,2782 7057,-14886
2,11283 7057,-14881
2,10042 14240 2452 7230,-14876
2,11521 14240 14961 5582 7057,-14875
2,11064 11521 2452,-14869
2,11521 14691 7230,-14864
2,11521 17627,-14849
2,4472,-14847
2,6287 7617,-14846
2,7416,-14840
2,12293 2782,-14836
2,9051,-14835
2,11521 14240 17157,-14824
2,10042 14961 7057 7230,-14822
2,10042 11521 2452 7230,-14821
2,11521 14961 9628,-14821
2,3371,-14819
2,11781 2452,-14817
2,15296,-14816
2,12293 14240 2452,-14815
2,10042 11521 7057 7230,-14797
2,14691 16377,-14797
2,14621 3938 3962,-14794
2,11521 14240 16265 7057,-14789
2,10947 7057,-14786
2,14240 16265 7057 7230,-14785
2,14621 14691,-14785
2,9728,-14781
2,16265 16954 9628,-14775
2,10042 14240 16954 2452,-14765
2,13255,-14760
2,10042 2452 7057 7230,-14746
2,13728 3962,-14743
2,10042 11521 14240 14961,-14729
2,10042 16265 16954,-14715
2,11521 14240 3938,-14710
2,11521 14240 16377,-14700
2,14961 2782,-14694
2,14240 7193,-14689
2,11443 11521,-14681
2,11521 14240 14550 7057,-14672
2,14961 2452 9628,-14671
2,11521 14240 2452 5582 7057 7230,-14665
2,2782 7230,-14664
2,11521 14240 7057 9628,-14660
2,11283 7230,-14657
2,2862 6974,-14657
2,14240 17157 2452,-14653
2,14240 14550 7057 7230,-14650
2,14691 14961 7057,-14634
2,10042 14240 14961 2452,-14631
2,11521 14691 14961,-14628
2,10947 7230,-14623
2,17355,-14618
2,14240 14961 2452 5582 7057,-14614
2,11283 14961,-14613
2,11521 12870 2452,-14601
2,10042 14240 14961 7057,-14596
2,4123,-14593
2,11521 14961 5582 7057 7230,-14591
2,11521 14240 2862,-14588
2,11521 16265 2452 7057,-14582
2,14240 7057 7230 9628,-14582
2,8393,-14576
2,14185,-14574
2,16954 7057 7230,-14566
2,10947 14961,-14561
2,16265 5582 7057 7230,-14552
2,14240 16265 2452 7057,-14550
2,14550 6971,-14546
2,14240 2452 2862,-14545
2,17157 2862,-14542
2,11521 14961 2452 5582 7057,-14540
2,11521 16265 2452 5582 9628,-14539
2,14691 14961 2452,-14538
2,14961 16265 7057 7230,-14537
2,14240 16954 7057,-14536
2,11521 14240 14961 5582 7230,-14535
2,11521 14240 16265 7230,-14532
2,12870 2782,-14530
2,10042 6974,-14529
2,11283 14550 2782,-14527
2,11521 14550 2452 7057,-14519
2,14240 14550 2452 7057,-14505
2,14550 3938,-14490
2,14550 5732,-14490
2,10042 11521 14961 2452,-14489
2,5293,-14483
2,11521 14240 16265 5582 9628,-14467
2,14621 2782,-14465
2,10947 14691,-14449
2,14961 2452 5582 7057 7230,-14449
2,11521 16265 7057 7230,-14447
2,14240 16377 2452,-14447
2,16384 16954,-14446
2,14240 16265 5582 7057,-14440
2,16954 17157,-14440
2,12338 17627,-14437
2,12870 4306,-14436
2,14240 16265 2452 7230,-14434
2,11521 14240 14961 16265,-14428
2,14240 14961 2452 5582 7230,-14428
2,10042 14240 14961 7230,-14419
2,14691 14961 7230,-14419
2,11521 2452 7057 9628,-14410
2,11521 14240 14550 7230,-14403
2,10042 11089,-14400
2,10042 11521 14240 2452 7057,-14399
2,2452 5926,-14396
2,14240 2452 3938,-14395
2,14240 2452 7057 9628,-14392
2,11443 2452,-14388
2,11521 5926,-14385
2,11521 16265 2452 7230,-14383
2,11064 5732,-14380
2,14240 14961 16265 7057,-14366
2,5614,-14362
2,14240 14550 2452 7230,-14360
2,11443 12338,-14346
2,5582 7057 7230 9628,-14345
2,11521 14240 14691 7057,-14334
2,14550 14961 7057 7230,-14334
2,11521 2452 6974,-14327
2,14550 16265 5582,-14325
2,11521 14240 16265 2452 9628,-14324
2,11781 14240,-14318
2,14961 7057 7230 9628,-14311
2,10947 5582,-14309
2,16265 2452 7057 7230,-14309
2,14240 16954 7230,-14300
2,11089 4306,-14299
2,14240 1905 7057,-14294
2,11521 14240 7230 9628,-14293
2,14240 5582 7057 9628,-14292
2,12870 16377,-14291
2,11521 16954 7057,-14283
2,11521 14550 2452 7230,-14282
2,14691 16265 5582,-14282
2,11521 14550 7057 7230,-14281
2,16265 7057 9628,-14278
2,10042 11283 16954,-14276
2,11089 11521 14240 2452,-14269
2,11521 14961 2452 5582 7230,-14264
2,1905 7057 7230,-14263
2,11521 14240 14550 14961,-14261
2,11521 14691 2452 7057,-14254
2,14240 14961 16265 2452,-14252
2,14240 14961 16954,-14252
2,11521 7057 7230 9628,-14243
2,14240 16265 5582 7230,-14243
2,10042 11521 16265,-14241
2,1905 9628,-14238
2,11283 9628,-14236
2,10042 14240 16265,-14235
2,798,-14231
2,14691 6974,-14229
2,10042 11521 14240 2452 7230,-14220
2,14240 14961 16265 5582,-14210
2,14240 16265 2452 5582 9628,-14208
2,14550 2452 7057 7230,-14207
2,10947 16954,-14204
2,2743,-14201
2,10042 11521 14961 7057,-14197
2,13402,-14194
2,11089 16377,-14192
2,12293 5582,-14191
2,10042 11521 14240 7057 7230,-14186
2,10042 16265 2452,-14180
2,14550 7193,-14179
2,14240 14961 7057 9628,-14176
2,14240 14550 14961 2452,-14171
2,11521 14240 14961 9628,-14170
2,3860,-14169
2,14240 14961 16265 7230,-14157
2,14240 2452 7230 9628,-14156
2,14240 14550 14961 7057,-14154
2,12870 2862,-14150
2,12293 17157,-14146
2,5926 6974,-14142
2,11521 12870 14240,-14135
2,11521 1905 7057,-14135
2,11521 14961 16265 2452,-14134
2,13763,-14134
2,4545,-14134
2,11521 16265 5582 7057,-14130
2,14240 14691 2452 7057,-14128
2,11521 14240 14961 2452 5582 7057,-14126
2,14240 1905 7230,-14124
2,11283 14313,-14123
2,11521 12338,-14112
2,11521 14240 14961 5582 7057 7230,-14110
2,5760,-14107
2,8915,-14106
2,16954 2452 7057,-14102
2,11521 2452 7230 9628,-14099
2,12870 14240 2452,-14099
2,11064 11521 14240,-14098
2,14240 14691 7057 7230,-14097
2,10042 14961 2452 7057,-14096
2,571 6974,-14094
2,13728 7057,-14091
2,14691 5926,-14086
2,16265 7230 9628,-14085
2,2452 7057 7230 9628,-14083
2,14550 5582 9628,-14080
2,14961 16265 5582 7057,-14077
2,11521 14240 14691 7230,-14062
2,15070,-14058
2,10042 11521 2452 5582,-14049
2,11521 14240 16265 2452 7057,-14049
2,10042 11521 2452 7057 7230,-14045
2,10042 14240 2452 7057 7230,-14038
2,11521 14691 2452 7230,-14032
2,14240 14961 1905,-14025
2,11064 14454,-14024
2,16954 2452 7230,-14021
2,1905 2452 7057,-14021
2,17328,-14018
2,11064 14240 2452,-14017
2,14961 16265 9628,-14015
2,11521 14550 14961 2452,-14007
2,10042 11521 14240 16954 2452,-14005
2,14240 5582 7230 9628,-14002
2,13728 2862,-13993
2,2782 9628,-13991
2,14961 16954 7057,-13987
2,16265 16954 5582 9628,-13983
2,10042 14961 2452 7230,-13980
2,14240 14691 2452 7230,-13978
2,10042 11521 14240 14961 2452,-13975
2,11521 5582 7057 9628,-13975
2,11283 16265,-13972
2,14240 14961 2452 9628,-13971
2,11283 14550 4306,-13970
2,14691 5582 9628,-13970
2,14240 3962 7057,-13967
2,11521 14961 16265 7057,-13966
2,13728 5582,-13961
2,12293 14691,-13960
2,11521 16954 7230,-13955
2,14240 14961 5582 9628,-13948
2,13728 14961,-13942
2,3962 7057 7230,-13942
2,1470,-13939
2,11521 14691 7057 7230,-13938
2,11077,-13930
2,16265 2452 5582 7057,-13927
2,10042 11521 14961 7230,-13916
2,12338 14240,-13915
2,1905 2452 7230,-13915
2,14240 14961 2452 5582 7057 7230,-13914
3,11521,-57865
3,11283,-57220
3,14550,-56974
3,2452,-56715
3,16377,-55688
3,14240,-55563
3,1905,-49628
3,3962,-47696
3,11521 2452,-46577
3,16954,-44796
3,4306,-44647
3,11521 14240,-44096
3,10042,-43307
3,14240 2452,-43037
3,2782,-42624
3,14691,-42251
3,11064,-42071
3,13728,-41625
3,12293,-41214
3,10947,-40292
3,14621,-40037
3,17157,-39478
3,11521 14240 2452,-39447
3,3938,-39013
3,6287,-38948
3,2862,-37535
3,11089,-37174
3,5582,-36948
3,14313,-36702
3,12870,-36231
3,6974,-35676
3,7057,-34680
3,14961,-34642
3,7230,-34548
3,571,-34516
3,14103,-33923
3,16265,-33092
3,15124,-32655
3,9628,-32508
3,5926,-30855
3,7057 7230,-30806
3,14240 7057,-30219
3,14240 14961,-29925
3,14240 7230,-29853
3,11521 7057,-29534
3,14961 7057,-29351
3,2452 7230,-29037
3,11521 7230,-29018
3,2452 7057,-29011
3,14961 7230,-28947
3,8904,-28875
3,11521 14961,-28731
3,14961 2452,-28452
3,10042 16954,-28208
3,6971,-28176
3,11283 14550,-27711
3,16384,-27673
3,16265 5582,-27652
3,14240 7057 7230,-27622
3,886,-27607
3,7193,-27566
3,11521 14240 7057,-27549
3,5582 9628,-27314
3,11607,-27127
3,14961 7057 7230,-27121
3,11521 2452 7057,-27094
3,11521 14240 7230,-27078
3,14240 2452 7057,-27024
3,1220,-26981
3,11521 7057 7230,-26901
3,6037,-26881
3,11521 14240 14961,-26819
3,14240 2452 7230,-26810
3,5732,-26761
3,11521 2452 7230,-26729
3,4640,-26681
3,14454,-26627
3,2452 7057 7230,-26537
3,14240 14961 2452,-26452
3,3624,-26436
3,14240 14961 7057,-26426
3,11812,-26352
3,11521 14961 2452,-26254
3,11283 16377,-26131
3,11781,-26093
3,14240 14961 7230,-26019
3,15107,-25906
3,11521 14240 2452 7057,-25755
3,7234,-25638
3,11521 14961 7057,-25593
3,17627,-25489
3,5862,-25462
3,11521 14240 7057 7230,-25443
3,7624,-25417
3,11521 14240 2452 7230,-25391
3,14961 2452 7057,-25192
3,12317,-25111
3,16879,-25099
3,17169,-25074
3,11521 14961 7230,-25071
3,14240 2452 7057 7230,-25022
3,11521 2452 7057 7230,-25018
3,11521 14240 14961 2452,-25011
3,14961 2452 7230,-24909
3,16265 9628,-24808
3,11443,-24761
3,14240 14961 7057 7230,-24726
3,8327,-24675
3,11521 1905,-24650
3,7617,-24645
3,3290,-24521
3,14691 2452,-24495
3,11521 14691,-24421
3,14550 16377,-24418
3,11089 3962,-24390
3,14550 2452,-24374
3,11521 14240 14961 7057,-24345
3,1905 2452,-24313
3,12338,-24268
3,12155,-24257
3,11521 14550,-24128
3,6972,-24128
3,14358,-24121
3,11521 14240 2452 7057 7230,-23964
3,11521 14961 7057 7230,-23950
3,10042 2452,-23906
3,14240 14961 2452 7057,-23873
3,11521 14240 14961 7230,-23832
3,10042 11521,-23830
3,14240 14550,-23742
3,11521 14961 2452 7057,-23739
3,8596,-23665
3,14961 2452 7057 7230,-23639
3,14240 14961 2452 7230,-23599
